Email,Issue_Type,Mobile_Number,Description,Priority,Laptop_Brand,Laptop_Model,Issue_Severity,Previous_Repairs,Repair_Time
user7660@email.com,Motherboard and CPU issues,2036134472,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,3
user7122@example.com,Memory(RAM) problems,3350886998,Battery not charging,No,HP,Pavilion,Major,Yes,4
user2274@test.com,Motherboard and CPU issues,6147419610,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,9
user4524@example.com,Power Supply Unit and Power Issues,3298464066,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,4
user9024@example.com,Power Supply Unit and Power Issues,6421063888,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,5
user5792@test.com,Storage Device Problems,0862984854,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,13
user9793@test.com,Storage Device Problems,3168876012,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,14
user9232@email.com,Memory(RAM) problems,4187618562,Battery not charging,No,HP,Pavilion,Major,Yes,8
user6763@test.com,Power Supply Unit and Power Issues,3545373082,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,13
user5806@email.com,Memory(RAM) problems,5927793302,Battery not charging,No,HP,Pavilion,Major,Yes,3
user2566@test.com,Motherboard and CPU issues,0941667095,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,5
user1889@test.com,Power Supply Unit and Power Issues,3206362534,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,6
user1483@email.com,Memory(RAM) problems,1992023094,Battery not charging,No,HP,Pavilion,Major,Yes,10
user3492@example.com,Motherboard and CPU issues,1133422535,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,1
user6570@test.com,Memory(RAM) problems,5109015928,Battery not charging,No,HP,Pavilion,Major,Yes,7
user3553@email.com,Power Supply Unit and Power Issues,0799703842,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,2
user2896@example.com,Power Supply Unit and Power Issues,4150858719,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,9
user5349@example.com,Motherboard and CPU issues,4822939327,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,11
user4195@test.com,Memory(RAM) problems,3792625313,Battery not charging,No,HP,Pavilion,Major,Yes,8
user1709@test.com,Memory(RAM) problems,3884117596,Battery not charging,No,HP,Pavilion,Major,Yes,12
user9370@example.com,Power Supply Unit and Power Issues,3123209941,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,8
user9765@email.com,Motherboard and CPU issues,6062367097,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,14
user1361@test.com,Power Supply Unit and Power Issues,3321519086,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,10
user1706@example.com,Motherboard and CPU issues,3271929014,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,8
user9198@email.com,Memory(RAM) problems,1393746403,Battery not charging,No,HP,Pavilion,Major,Yes,4
user3709@email.com,Power Supply Unit and Power Issues,4309390500,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,5
user5181@test.com,Memory(RAM) problems,8408990040,Battery not charging,No,HP,Pavilion,Major,Yes,6
user2250@example.com,Power Supply Unit and Power Issues,7193297841,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,15
user5481@test.com,Memory(RAM) problems,0355787356,Battery not charging,No,HP,Pavilion,Major,Yes,12
user2782@example.com,Power Supply Unit and Power Issues,0739555804,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,12
user4420@example.com,Memory(RAM) problems,7152346897,Battery not charging,No,HP,Pavilion,Major,Yes,3
user7950@email.com,Storage Device Problems,1496541230,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,5
user9701@test.com,Motherboard and CPU issues,6232575802,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,10
user5696@test.com,Power Supply Unit and Power Issues,7954345523,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,12
user1095@email.com,Memory(RAM) problems,7540257000,Battery not charging,No,HP,Pavilion,Major,Yes,7
user1827@email.com,Memory(RAM) problems,9746442915,Battery not charging,No,HP,Pavilion,Major,Yes,11
user1708@test.com,Power Supply Unit and Power Issues,7617481608,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,7
user7478@test.com,Motherboard and CPU issues,1072943702,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,7
user3604@example.com,Memory(RAM) problems,4137355779,Battery not charging,No,HP,Pavilion,Major,Yes,6
user3847@example.com,Memory(RAM) problems,7028073389,Battery not charging,No,HP,Pavilion,Major,Yes,3
user8704@email.com,Power Supply Unit and Power Issues,3766399325,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,10
user5070@example.com,Motherboard and CPU issues,4718070531,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,6
user1269@email.com,Power Supply Unit and Power Issues,9278634642,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,12
user8941@email.com,Memory(RAM) problems,2163183014,Battery not charging,No,HP,Pavilion,Major,Yes,15
user8756@email.com,Power Supply Unit and Power Issues,1807743381,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,15
user9424@test.com,Motherboard and CPU issues,3105597942,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,2
user8418@test.com,Memory(RAM) problems,3421790439,Battery not charging,No,HP,Pavilion,Major,Yes,8
user5869@example.com,Power Supply Unit and Power Issues,7228086616,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,3
user8422@email.com,Power Supply Unit and Power Issues,8917863105,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,9
user4690@example.com,Motherboard and CPU issues,3065749759,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,13
user8313@example.com,Motherboard and CPU issues,2451323237,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,12
user4247@email.com,Memory(RAM) problems,9828923166,Battery not charging,No,HP,Pavilion,Major,Yes,9
user4165@email.com,Memory(RAM) problems,3297517441,Battery not charging,No,HP,Pavilion,Major,Yes,13
user4286@example.com,Memory(RAM) problems,1069497668,Battery not charging,No,HP,Pavilion,Major,Yes,14
user7747@test.com,Memory(RAM) problems,3527969218,Battery not charging,No,HP,Pavilion,Major,Yes,10
user4238@email.com,Motherboard and CPU issues,2373119589,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,6
user1722@test.com,Memory(RAM) problems,4433825975,Battery not charging,No,HP,Pavilion,Major,Yes,3
user3725@test.com,Memory(RAM) problems,5276278569,Battery not charging,No,HP,Pavilion,Major,Yes,2
user8077@test.com,Memory(RAM) problems,7841629165,Battery not charging,No,HP,Pavilion,Major,Yes,5
user1130@example.com,Memory(RAM) problems,4478807983,Battery not charging,No,HP,Pavilion,Major,Yes,15
user9959@example.com,Memory(RAM) problems,0934484426,Battery not charging,No,HP,Pavilion,Major,Yes,7
user1607@test.com,Memory(RAM) problems,3177408922,Battery not charging,No,HP,Pavilion,Major,Yes,8
user7583@email.com,Power Supply Unit and Power Issues,3194743554,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,13
user1853@email.com,Power Supply Unit and Power Issues,4455191367,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,14
user8331@test.com,Memory(RAM) problems,0273276278,Battery not charging,No,HP,Pavilion,Major,Yes,4
user1202@example.com,Memory(RAM) problems,5975329033,Battery not charging,No,HP,Pavilion,Major,Yes,9
user1705@email.com,Memory(RAM) problems,7755504233,Battery not charging,No,HP,Pavilion,Major,Yes,1
user4857@email.com,Power Supply Unit and Power Issues,7493360592,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,14
user7513@example.com,Power Supply Unit and Power Issues,9369032310,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,10
user1875@example.com,Motherboard and CPU issues,6454734196,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,14
user7503@test.com,Memory(RAM) problems,4319868980,Battery not charging,No,HP,Pavilion,Major,Yes,4
user2302@example.com,Memory(RAM) problems,8769065006,Battery not charging,No,HP,Pavilion,Major,Yes,5
user4175@example.com,Power Supply Unit and Power Issues,7829676719,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,2
user3337@email.com,Memory(RAM) problems,0241814928,Battery not charging,No,HP,Pavilion,Major,Yes,10
user8260@test.com,Power Supply Unit and Power Issues,9497752795,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,3
user1389@email.com,Motherboard and CPU issues,7470473492,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,10
user3672@example.com,Motherboard and CPU issues,5141242975,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,2
user1969@email.com,Memory(RAM) problems,2091135459,Battery not charging,No,HP,Pavilion,Major,Yes,6
user1628@example.com,Memory(RAM) problems,2916288987,Battery not charging,No,HP,Pavilion,Major,Yes,2
user8175@example.com,Motherboard and CPU issues,7526558684,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,13
user5773@email.com,Memory(RAM) problems,4084564037,Battery not charging,No,HP,Pavilion,Major,Yes,15
user6985@example.com,Memory(RAM) problems,0538817513,Battery not charging,No,HP,Pavilion,Major,Yes,9
user6631@example.com,Motherboard and CPU issues,5312003149,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,4
user6339@example.com,Graphics card and Display issues,5820781010,,Yes,Apple,MacBook Air,Minor,No,9
user8456@example.com,Motherboard and CPU issues,6270878389,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,1
user6080@email.com,Motherboard and CPU issues,8848213142,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,12
user6750@email.com,Memory(RAM) problems,0932642125,Battery not charging,No,HP,Pavilion,Major,Yes,15
user9488@email.com,Memory(RAM) problems,8009818570,Battery not charging,No,HP,Pavilion,Major,Yes,9
user4437@email.com,Memory(RAM) problems,4651071702,Battery not charging,No,HP,Pavilion,Major,Yes,13
user2961@example.com,Motherboard and CPU issues,2842158350,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,13
user3359@example.com,Memory(RAM) problems,5367165268,Battery not charging,No,HP,Pavilion,Major,Yes,3
user9137@email.com,Memory(RAM) problems,1173846775,Battery not charging,No,HP,Pavilion,Major,Yes,1
user9133@test.com,Power Supply Unit and Power Issues,7601965998,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,15
user6555@email.com,Power Supply Unit and Power Issues,4220663090,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,3
user1412@example.com,Memory(RAM) problems,6737431191,Battery not charging,No,HP,Pavilion,Major,Yes,12
user7537@email.com,Memory(RAM) problems,0016055823,Battery not charging,No,HP,Pavilion,Major,Yes,14
user3368@email.com,Memory(RAM) problems,0588568487,Battery not charging,No,HP,Pavilion,Major,Yes,5
user4459@example.com,Motherboard and CPU issues,6436132050,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,12
user1844@example.com,Memory(RAM) problems,1340162328,Battery not charging,No,HP,Pavilion,Major,Yes,2
user2335@example.com,Memory(RAM) problems,8036672577,Battery not charging,No,HP,Pavilion,Major,Yes,15
user9417@email.com,Power Supply Unit and Power Issues,0417098359,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,15
user8089@test.com,Memory(RAM) problems,4442268871,Battery not charging,No,HP,Pavilion,Major,Yes,5
user8023@email.com,Memory(RAM) problems,0020447741,Battery not charging,No,HP,Pavilion,Major,Yes,1
user2656@test.com,Memory(RAM) problems,2298670054,Battery not charging,No,HP,Pavilion,Major,Yes,6
user4369@email.com,Memory(RAM) problems,9693085436,Battery not charging,No,HP,Pavilion,Major,Yes,14
user1620@test.com,Memory(RAM) problems,1114012087,Battery not charging,No,HP,Pavilion,Major,Yes,5
user6440@example.com,Memory(RAM) problems,3637443454,Battery not charging,No,HP,Pavilion,Major,Yes,3
user7086@email.com,Memory(RAM) problems,8390660023,Battery not charging,No,HP,Pavilion,Major,Yes,2
user1667@example.com,Storage Device Problems,6748444611,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,10
user5253@example.com,Memory(RAM) problems,8996721730,Battery not charging,No,HP,Pavilion,Major,Yes,1
user8301@test.com,Storage Device Problems,6065071842,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,3
user4734@example.com,Power Supply Unit and Power Issues,0652093600,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,1
user1043@email.com,Motherboard and CPU issues,5529043232,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,6
user9925@email.com,Power Supply Unit and Power Issues,7119216966,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,12
user3814@example.com,Graphics card and Display issues,1043881111,,Yes,Apple,MacBook Air,Minor,No,11
user2914@test.com,Motherboard and CPU issues,3529434275,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,1
user3958@test.com,Memory(RAM) problems,0506710948,Battery not charging,No,HP,Pavilion,Major,Yes,11
user7009@email.com,Memory(RAM) problems,5237188566,Battery not charging,No,HP,Pavilion,Major,Yes,5
user5476@test.com,Power Supply Unit and Power Issues,2549071934,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,3
user8832@test.com,Power Supply Unit and Power Issues,0598707127,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,2
user5906@test.com,Power Supply Unit and Power Issues,8213537559,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,12
user4730@example.com,Storage Device Problems,4869630596,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,14
user6161@email.com,Memory(RAM) problems,7838541619,Battery not charging,No,HP,Pavilion,Major,Yes,6
user1039@example.com,Power Supply Unit and Power Issues,1969749084,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,1
user1814@test.com,Memory(RAM) problems,4063067808,Battery not charging,No,HP,Pavilion,Major,Yes,10
user7484@email.com,Power Supply Unit and Power Issues,2368642563,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,6
user7684@email.com,Power Supply Unit and Power Issues,3387296929,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,14
user6382@test.com,Memory(RAM) problems,5346676613,Battery not charging,No,HP,Pavilion,Major,Yes,10
user4635@example.com,Memory(RAM) problems,6595389725,Battery not charging,No,HP,Pavilion,Major,Yes,2
user9106@test.com,Power Supply Unit and Power Issues,6304660684,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,4
user2468@email.com,Power Supply Unit and Power Issues,0463534571,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,3
user4673@email.com,Memory(RAM) problems,1897050631,Battery not charging,No,HP,Pavilion,Major,Yes,10
user6073@email.com,Motherboard and CPU issues,8974780518,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,5
user8264@test.com,Motherboard and CPU issues,7118384844,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,5
user1002@email.com,Motherboard and CPU issues,8375925101,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,7
user6256@example.com,Motherboard and CPU issues,7569574823,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,1
user5322@example.com,Memory(RAM) problems,4319944981,Battery not charging,No,HP,Pavilion,Major,Yes,13
user6516@email.com,Power Supply Unit and Power Issues,1244722293,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,8
user5152@example.com,Memory(RAM) problems,1861149256,Battery not charging,No,HP,Pavilion,Major,Yes,15
user8866@example.com,Power Supply Unit and Power Issues,2516328908,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,13
user5022@test.com,Memory(RAM) problems,0715149611,Battery not charging,No,HP,Pavilion,Major,Yes,2
user5546@test.com,Memory(RAM) problems,9430287311,Battery not charging,No,HP,Pavilion,Major,Yes,3
user9369@email.com,Motherboard and CPU issues,3131518206,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,11
user2345@test.com,Motherboard and CPU issues,4657816153,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,7
user6854@example.com,Power Supply Unit and Power Issues,6570004234,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,12
user6157@example.com,Memory(RAM) problems,3492311473,Battery not charging,No,HP,Pavilion,Major,Yes,7
user6116@email.com,Memory(RAM) problems,9845052759,Battery not charging,No,HP,Pavilion,Major,Yes,10
user6777@example.com,Storage Device Problems,6195641263,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,13
user5277@test.com,Memory(RAM) problems,4406908919,Battery not charging,No,HP,Pavilion,Major,Yes,3
user5991@email.com,Motherboard and CPU issues,6584842550,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,8
user6934@test.com,Power Supply Unit and Power Issues,8285366070,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,1
user9699@test.com,Power Supply Unit and Power Issues,3996910087,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,1
user5315@email.com,Motherboard and CPU issues,5946664437,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,2
user8696@email.com,Memory(RAM) problems,2485498416,Battery not charging,No,HP,Pavilion,Major,Yes,12
user3776@test.com,Memory(RAM) problems,5181947293,Battery not charging,No,HP,Pavilion,Major,Yes,11
user4550@example.com,Memory(RAM) problems,7955254978,Battery not charging,No,HP,Pavilion,Major,Yes,14
user8954@email.com,Memory(RAM) problems,4385623595,Battery not charging,No,HP,Pavilion,Major,Yes,14
user8372@test.com,Storage Device Problems,5548968287,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,12
user3620@example.com,Power Supply Unit and Power Issues,1974703912,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,9
user2191@email.com,Memory(RAM) problems,9009006789,Battery not charging,No,HP,Pavilion,Major,Yes,15
user7223@example.com,Motherboard and CPU issues,9323145871,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,13
user4466@example.com,Memory(RAM) problems,0135175812,Battery not charging,No,HP,Pavilion,Major,Yes,1
user2037@test.com,Motherboard and CPU issues,2393490057,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,11
user7754@test.com,Motherboard and CPU issues,3279255186,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,4
user7566@example.com,Power Supply Unit and Power Issues,0224659335,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,10
user3795@example.com,Motherboard and CPU issues,5518602269,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,11
user5027@example.com,Motherboard and CPU issues,5657747173,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,15
user8065@test.com,Memory(RAM) problems,1135955762,Battery not charging,No,HP,Pavilion,Major,Yes,1
user9076@email.com,Storage Device Problems,7311785767,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,5
user3861@example.com,Power Supply Unit and Power Issues,2262707742,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,9
user4988@test.com,Power Supply Unit and Power Issues,0067983292,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,2
user1913@email.com,Power Supply Unit and Power Issues,0025024097,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,1
user5471@test.com,Power Supply Unit and Power Issues,5367889640,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,4
user3944@test.com,Memory(RAM) problems,6229222541,Battery not charging,No,HP,Pavilion,Major,Yes,4
user2876@email.com,Motherboard and CPU issues,9668669841,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,3
user9651@email.com,Memory(RAM) problems,1158562429,Battery not charging,No,HP,Pavilion,Major,Yes,6
user2767@example.com,Power Supply Unit and Power Issues,0518065305,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,14
user1642@test.com,Power Supply Unit and Power Issues,4452509637,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,5
user5942@email.com,Motherboard and CPU issues,7360441208,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,8
user6200@email.com,Power Supply Unit and Power Issues,2578464307,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,8
user2357@test.com,Memory(RAM) problems,6190530916,Battery not charging,No,HP,Pavilion,Major,Yes,12
user5190@email.com,Storage Device Problems,0102544736,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,10
user6318@test.com,Memory(RAM) problems,7876246614,Battery not charging,No,HP,Pavilion,Major,Yes,1
user4314@email.com,Power Supply Unit and Power Issues,0667180299,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,9
user6517@test.com,Motherboard and CPU issues,5394438033,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,3
user1315@example.com,Memory(RAM) problems,3837487186,Battery not charging,No,HP,Pavilion,Major,Yes,7
user9159@test.com,Power Supply Unit and Power Issues,8379934711,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,13
user5766@test.com,Memory(RAM) problems,3713704211,Battery not charging,No,HP,Pavilion,Major,Yes,8
user5421@example.com,Memory(RAM) problems,8752738170,Battery not charging,No,HP,Pavilion,Major,Yes,6
user7428@test.com,Memory(RAM) problems,5018132562,Battery not charging,No,HP,Pavilion,Major,Yes,2
user4611@example.com,Memory(RAM) problems,4724029573,Battery not charging,No,HP,Pavilion,Major,Yes,6
user5654@test.com,Power Supply Unit and Power Issues,0924809915,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,3
user8431@email.com,Power Supply Unit and Power Issues,7927937136,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,2
user8265@test.com,Memory(RAM) problems,1421336222,Battery not charging,No,HP,Pavilion,Major,Yes,11
user8185@test.com,Power Supply Unit and Power Issues,1602866090,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,4
user2207@example.com,Memory(RAM) problems,3279944174,Battery not charging,No,HP,Pavilion,Major,Yes,7
user6655@email.com,Memory(RAM) problems,0266298938,Battery not charging,No,HP,Pavilion,Major,Yes,5
user5072@email.com,Power Supply Unit and Power Issues,0511582472,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,5
user4524@test.com,Memory(RAM) problems,8217590955,Battery not charging,No,HP,Pavilion,Major,Yes,6
user7397@email.com,Memory(RAM) problems,7944831141,Battery not charging,No,HP,Pavilion,Major,Yes,8
user8788@email.com,Memory(RAM) problems,1529299165,Battery not charging,No,HP,Pavilion,Major,Yes,15
user7398@email.com,Motherboard and CPU issues,8272183920,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,10
user6492@example.com,Power Supply Unit and Power Issues,3893320078,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,10
user4811@example.com,Memory(RAM) problems,8978022649,Battery not charging,No,HP,Pavilion,Major,Yes,6
user4989@example.com,Power Supply Unit and Power Issues,7686780365,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,7
user2118@test.com,Motherboard and CPU issues,4841142958,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,9
user6394@email.com,Power Supply Unit and Power Issues,3285655515,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,4
user8189@test.com,Memory(RAM) problems,5177422762,Battery not charging,No,HP,Pavilion,Major,Yes,11
user2369@test.com,Power Supply Unit and Power Issues,8601404906,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,14
user6610@test.com,Memory(RAM) problems,2324537538,Battery not charging,No,HP,Pavilion,Major,Yes,8
user6118@example.com,Graphics card and Display issues,9484169067,,Yes,Apple,MacBook Air,Minor,No,8
user7090@email.com,Power Supply Unit and Power Issues,1878303012,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,5
user6908@test.com,Memory(RAM) problems,9695694986,Battery not charging,No,HP,Pavilion,Major,Yes,7
user7006@example.com,Power Supply Unit and Power Issues,2627604720,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,6
user6662@test.com,Memory(RAM) problems,2663227663,Battery not charging,No,HP,Pavilion,Major,Yes,4
user1871@test.com,Motherboard and CPU issues,2111742524,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,1
user5079@test.com,Motherboard and CPU issues,2070455982,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,15
user6495@test.com,Motherboard and CPU issues,6225716772,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,12
user3162@test.com,Power Supply Unit and Power Issues,8099872519,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,15
user6101@email.com,Memory(RAM) problems,9216498991,Battery not charging,No,HP,Pavilion,Major,Yes,4
user8848@test.com,Memory(RAM) problems,5048305765,Battery not charging,No,HP,Pavilion,Major,Yes,7
user7946@email.com,Motherboard and CPU issues,9791549892,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,13
user7322@example.com,Memory(RAM) problems,8784526388,Battery not charging,No,HP,Pavilion,Major,Yes,13
user9707@example.com,Memory(RAM) problems,5528972683,Battery not charging,No,HP,Pavilion,Major,Yes,4
user6560@example.com,Motherboard and CPU issues,4314155896,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,2
user9110@test.com,Motherboard and CPU issues,7670028360,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,3
user4442@email.com,Memory(RAM) problems,3690345226,Battery not charging,No,HP,Pavilion,Major,Yes,10
user3041@example.com,Memory(RAM) problems,4021988772,Battery not charging,No,HP,Pavilion,Major,Yes,2
user2568@test.com,Power Supply Unit and Power Issues,2912639490,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,12
user9781@test.com,Memory(RAM) problems,8122978553,Battery not charging,No,HP,Pavilion,Major,Yes,8
user9061@email.com,Power Supply Unit and Power Issues,3039997433,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,3
user5222@example.com,Memory(RAM) problems,4700734201,Battery not charging,No,HP,Pavilion,Major,Yes,15
user3228@test.com,Power Supply Unit and Power Issues,8711418690,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,12
user5552@example.com,Memory(RAM) problems,0525906333,Battery not charging,No,HP,Pavilion,Major,Yes,12
user4709@example.com,Memory(RAM) problems,8986163392,Battery not charging,No,HP,Pavilion,Major,Yes,9
user1647@example.com,Memory(RAM) problems,8941702788,Battery not charging,No,HP,Pavilion,Major,Yes,11
user6400@example.com,Memory(RAM) problems,9227667776,Battery not charging,No,HP,Pavilion,Major,Yes,14
user7493@email.com,Memory(RAM) problems,2215134439,Battery not charging,No,HP,Pavilion,Major,Yes,3
user7078@email.com,Motherboard and CPU issues,9791878540,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,15
user4407@email.com,Power Supply Unit and Power Issues,0360232022,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,1
user9528@example.com,Power Supply Unit and Power Issues,3996217083,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,6
user6302@test.com,Power Supply Unit and Power Issues,7771243185,Hard drive failure,Yes,Acer,Aspire 5,Major,Yes,9
user9507@example.com,Memory(RAM) problems,0475453732,Battery not charging,No,HP,Pavilion,Major,Yes,2
user1404@test.com,Memory(RAM) problems,4012383512,Battery not charging,No,HP,Pavilion,Major,Yes,5
user5782@test.com,Memory(RAM) problems,0471082137,Battery not charging,No,HP,Pavilion,Major,Yes,5
user1013@test.com,Memory(RAM) problems,9448588106,Battery not charging,No,HP,Pavilion,Major,Yes,1
user2867@example.com,Motherboard and CPU issues,5856398761,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,3
user8791@test.com,Motherboard and CPU issues,4194798781,Screen flickering,Yes,Dell,Inspiron 15,Moderate,No,5
user9144@email.com,Memory(RAM) problems,4647890782,Battery not charging,No,HP,Pavilion,Major,Yes,12
user7122@test.com,Memory(RAM) problems,2435495802,Battery not charging,No,HP,Pavilion,Major,Yes,15
user8206@test.com,Storage Device Problems,2227416592,Slow performance,No,Lenovo,ThinkPad T480,Moderate,Yes,5
user4086@example.com,Memory(RAM) problems,2106007251,Battery not charging,No,HP,Pavilion,Major,Yes,3
user7182@email.com,Memory(RAM) problems,2153998450,Battery not charging,No,HP,Pavilion,Major,Yes,4
